element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,8,"=""""","=""""","=""110.54""","=""0.04""","=""""","=""2.14e+08""",A,"=""[1727579]""","=""[1818040.8]""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""110.58""","=""0.04""","=""""","=""2.15e+08""",A,"=""[1727579]""","=""[1818014.9]""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T7495""","=""""",
Ne,6,"=""""","=""""","=""110.80""","=""0.25""","=""""","=""2.0e+06""",C,"=""[932070]""","=""[1022320]""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""111.2""","=""0.3""","=""""","=""5.8e+05""",C,"=""[932415]""","=""[1022320]""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""111.5""","=""0.3""","=""""","=""1.8e+06""",C,"=""[932649]""","=""[1022320]""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2p2.(3P).3s""","=""4P""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""111.9""","=""0.3""","=""""","=""3.6e+06""",C,"=""[932415]""","=""[1021770]""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2p2.(3P).3s""","=""4P""","=""1/2""",,"=""T7192c91,LS""","=""""",
Ne,3,"=""111.960""","=""""","=""111.9572""","=""0.0009""","=""160l*""","=""2.3e+08""",D,"=""394681.481+x""","=""484001.3+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""111.960""","=""""","=""111.9605""","=""0.0009""","=""160l*""","=""1.9e+08""",D,"=""394684.08+x""","=""484001.3+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""111.960""","=""""","=""111.9650""","=""0.0009""","=""160l*""","=""1.6e+08""",D,"=""394687.67+x""","=""484001.3+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""111.960""","=""""","=""111.9688""","=""0.0009""","=""160l*""","=""1.3e+08""",D,"=""394690.72+x""","=""484001.3+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""","=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",,"=""T8046""","=""L10704""",
Ne,3,"=""""","=""""","=""111.9709""","=""0.0009""","=""0m""","=""1.1e+08""",D,"=""394692.40+x""","=""484001.3+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""0""","=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",,"=""T8046""","=""L10704""",
Ne,6,"=""""","=""""","=""112.2""","=""0.3""","=""""","=""7.1e+05""",C,"=""[932649]""","=""[1021770]""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2p2.(3P).3s""","=""4P""","=""1/2""",,"=""T7192c91,LS""","=""""",
Ne,8,"=""""","=""""","=""112.92""","=""0.04""","=""""","=""1.43e+09""",A,"=""[1644664]""","=""[1733224]""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""113.03""","=""0.05""","=""""","=""1.73e+09""",A,"=""[1644768]""","=""[1733242]""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""113.05""","=""0.05""","=""""","=""2.88e+08""",A,"=""[1644768]""","=""[1733224]""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,2,"=""113.1724""","=""0.0005""","=""113.172229""","=""0.000008""","=""180""","=""""",,"=""217047.598""","=""305408.498""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""113.1848""","=""0.0005""","=""113.184912""","=""0.000006""","=""200""","=""""",,"=""217047.598""","=""305398.5968""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,4,"=""113.4513""","=""0.0010""","=""113.4514""","=""0.0010""","=""13""","=""""",,"=""616744.9+z""","=""704888.4+z""","=""2s2.2p2.(1D).3d""","=""2S""","=""1/2""","=""2s2.2p2.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""113.4835""","=""0.0010""","=""113.4848""","=""0.0006""","=""8""","=""""",,"=""586981.26+z""","=""675098.8+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""113.6346""","=""0.0010""","=""113.6331""","=""0.0006""","=""8""","=""""",,"=""587197.89+z""","=""675200.4+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L12402""",
Ne,5,"=""113.651""","=""0.002""","=""113.6515""","=""0.0014""","=""""","=""""",,"=""411.227""","=""88399.5""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""5S*""","=""2""",,"=""""","=""L11744""",
Ne,4,"=""113.7233""","=""0.0010""","=""113.7235""","=""0.0006""","=""3""","=""""",,"=""586981.26+z""","=""674913.8+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""113.7644""","=""0.0010""","=""113.7645""","=""0.0006""","=""6""","=""""",,"=""587197.89+z""","=""675098.8+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L12402""",
Ne,5,"=""114.561""","=""0.002""","=""114.5606""","=""0.0014""","=""""","=""""",,"=""1109.467""","=""88399.5""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""5S*""","=""2""",,"=""""","=""L11744""",
Ne,4,"=""114.6510""","=""0.0010""","=""114.6503""","=""0.0007""","=""3""","=""""",,"=""586981.26+z""","=""674203.0+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L12402""",
Ne,8,"=""""","=""""","=""115.02""","=""0.04""","=""""","=""3.83e+08""",A,"=""[1731708]""","=""[1818650]""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,4,"=""115.0787""","=""0.0010""","=""115.0782""","=""0.0008""","=""3""","=""""",,"=""586981.26+z""","=""673878.7+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L12402""",
Ne,8,"=""""","=""""","=""115.09""","=""0.04""","=""""","=""4.61e+08""",A,"=""[1731768]""","=""[1818658]""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""115.10""","=""0.04""","=""""","=""7.70e+07""",A,"=""[1731768]""","=""[1818650]""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,4,"=""115.1220""","=""0.0010""","=""115.1222""","=""0.0008""","=""3""","=""""",,"=""586981.26+z""","=""673845.5+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L12402""",
Ne,4,"=""115.2842""","=""0.0010""","=""115.2848""","=""0.0007""","=""4""","=""""",,"=""587197.89+z""","=""673939.6+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L12402""",
Ne,4,"=""115.7334""","=""0.0010""","=""115.7328""","=""0.0008""","=""5*""","=""""",,"=""586981.26+z""","=""673387.2+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""115.7334""","=""0.0010""","=""115.7339""","=""0.0009""","=""5*""","=""""",,"=""587197.89+z""","=""673603.0+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""115.9275""","=""0.0010""","=""115.9279""","=""0.0007""","=""2i""","=""""",,"=""587197.89+z""","=""673458.4+z""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L12402""",
Ne,8,"=""""","=""""","=""116.22""","=""0.04""","=""""","=""2.77e+09""",A,"=""[1647298]""","=""[1733339]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""116.27""","=""0.05""","=""""","=""1.78e+09""",A,"=""[1647330]""","=""[1733339]""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.6f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,3,"=""116.497""","=""""","=""116.4940""","=""0.0004""","=""20bl""","=""1.8e+08""",D,"=""398178.14""","=""484019.5""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",,"=""T8046""","=""L10704""",
Ne,8,"=""116.50""","=""0.10""","=""116.454""","=""0.014""","=""*""","=""4.37e+09""",A,"=""[1647480.7]""","=""[1733351.4]""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6g""","=""2G""","=""""",,"=""T7495LS""","=""L9090,L3170""",
Ne,8,"=""116.50""","=""0.10""","=""116.476""","=""0.014""","=""*""","=""2.59e+09""",A,"=""[1647496.7]""","=""[1733351.4]""","=""1s2.5f""","=""2F*""","=""7/2""","=""1s2.6g""","=""2G""","=""""",,"=""T7495LS""","=""L9090,L3170""",
Ne,8,"=""116.50""","=""0.10""","=""116.488""","=""0.014""","=""*""","=""6.74e+09""",A,"=""[1647511]""","=""[1733357.0]""","=""1s2.5g""","=""2G""","=""""","=""1s2.6h""","=""2H*""","=""""",,"=""T7495""","=""L9090,L3170""",
Ne,3,"=""116.5014""","=""""","=""116.5012""","=""0.0005""","=""70""","=""1.9e+08""",D,"=""398182.766""","=""484018.8""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",,"=""T8046""","=""L10704""",
Ne,8,"=""""","=""""","=""116.51""","=""0.03""","=""""","=""4.67e+07""",A,"=""[1647511]""","=""[1733339]""","=""1s2.5g""","=""2G""","=""""","=""1s2.6f""","=""2F*""","=""""",,"=""T7495""","=""""",
Ne,3,"=""116.5181""","=""""","=""116.5181""","=""0.0005""","=""100""","=""2.1e+08""",D,"=""398195.511""","=""484019.1""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",,"=""T8046""","=""L10704""",
Ne,8,"=""""","=""""","=""116.60""","=""0.04""","=""""","=""7.73e+06""",A,"=""[1647480.7]""","=""[1733242]""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""116.62""","=""0.04""","=""""","=""1.55e+08""",A,"=""[1647496.7]""","=""[1733242]""","=""1s2.5f""","=""2F*""","=""7/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""116.63""","=""0.04""","=""""","=""1.63e+08""",A,"=""[1647480.7]""","=""[1733224]""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.00""","=""0.03""","=""""","=""6.60e+08""",A,"=""[1733224]""","=""[1818691.1]""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.8f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""117.03""","=""0.04""","=""""","=""4.24e+08""",A,"=""[1733242]""","=""[1818691.1]""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.8f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""117.14""","=""0.03""","=""""","=""9.3e+08""",A,"=""[1733339]""","=""[1818704.9]""","=""1s2.6f""","=""2F*""","=""""","=""1s2.8g""","=""2G""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.15""","=""0.03""","=""""","=""1.06e+09""",A,"=""[1733351.4]""","=""[1818709]""","=""1s2.6g""","=""2G""","=""""","=""1s2.8h""","=""2H*""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.16""","=""0.03""","=""""","=""8.9e+08""",A,"=""[1733357.0]""","=""[1818710]""","=""1s2.6h""","=""2H*""","=""""","=""1s2.8i""","=""2I""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.17""","=""0.03""","=""""","=""5.36e+06""",A,"=""[1733357.0]""","=""[1818704.9]""","=""1s2.6h""","=""2H*""","=""""","=""1s2.8g""","=""2G""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.18""","=""0.03""","=""""","=""2.15e+07""",A,"=""[1733351.4]""","=""[1818691.1]""","=""1s2.6g""","=""2G""","=""""","=""1s2.8f""","=""2F*""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.21""","=""0.03""","=""""","=""5.67e+07""",A,"=""[1733339]""","=""[1818658]""","=""1s2.6f""","=""2F*""","=""""","=""1s2.8d""","=""2D""","=""5/2""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""117.22""","=""0.03""","=""""","=""5.66e+07""",A,"=""[1733339]""","=""[1818650]""","=""1s2.6f""","=""2F*""","=""""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""117.90""","=""0.04""","=""""","=""1.49e+07""",A,"=""[1733224]""","=""[1818040.8]""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.93""","=""0.04""","=""""","=""1.34e+08""",A,"=""[1733242]""","=""[1818040.8]""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""117.94""","=""0.04""","=""""","=""1.50e+08""",A,"=""[1733224]""","=""[1818014.9]""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""118.23""","=""0.04""","=""""","=""1.64e+08""",A,"=""[1731708]""","=""[1816292]""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""118.31""","=""0.04""","=""""","=""3.29e+08""",A,"=""[1731768]""","=""[1816292]""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""118.39""","=""0.05""","=""""","=""4.82e+07""",A,"=""[1647298]""","=""[1731768]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""118.43""","=""0.05""","=""""","=""4.35e+08""",A,"=""[1647330]""","=""[1731768]""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""118.47""","=""0.04""","=""""","=""4.87e+08""",A,"=""[1647298]""","=""[1731708]""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T7495""","=""""",
Ne,3,"=""120.0489""","=""""","=""120.04839""","=""0.00010""","=""90""","=""5.7e+07""",C,"=""356751.837""","=""440051.58""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""",,"=""c52""","=""L10704""",
Ne,3,"=""120.0638""","=""""","=""120.06419""","=""0.00010""","=""100""","=""6.2e+07""",C,"=""356762.797""","=""440051.58""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""",,"=""c52""","=""L10704""",
Ne,3,"=""120.4883""","=""""","=""120.48779""","=""0.00015""","=""70""","=""9.0e+07""",C,"=""356751.837""","=""439747.80""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""0""",,"=""c52""","=""L10704""",
Ne,3,"=""120.581""","=""""","=""120.57938""","=""0.00010""","=""120bl*""","=""2.2e+07""",C,"=""356761.864""","=""439694.78""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",,"=""c52""","=""L10704""",
Ne,3,"=""120.581""","=""""","=""120.58074""","=""0.00010""","=""120bl*""","=""5.8e+07""",C,"=""356762.797""","=""439694.78""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",,"=""c52""","=""L10704""",
Ne,8,"=""""","=""""","=""120.61""","=""0.05""","=""""","=""5.82e+08""",A,"=""[1644664]""","=""[1727579]""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,4,"=""120.6961""","=""0.0010""","=""120.6960""","=""0.0010""","=""1""","=""""",,"=""588018.7+z""","=""670871.5+z""","=""2s.2p3.(5S*).3s""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,3,"=""120.7431""","=""""","=""120.74201""","=""0.00010""","=""100""","=""2.3e+07""",C,"=""356751.837""","=""439573.05""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",,"=""c52""","=""L10704""",
Ne,3,"=""120.7575""","=""""","=""120.75799""","=""0.00010""","=""160""","=""6.9e+07""",C,"=""356762.797""","=""439573.05""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",,"=""c52""","=""L10704""",
Ne,8,"=""""","=""""","=""120.76""","=""0.05""","=""""","=""1.17e+09""",A,"=""[1644768]""","=""[1727579]""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,6,"=""""","=""""","=""120.9""","=""0.8""","=""""","=""9.4e+07""",B,"=""1056300""","=""1139000""","=""2p2.(1D).3s""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""7/2""",,"=""T7192c91,LS""","=""""",
Ne,4,"=""121.4698""","=""0.0020""","=""121.4698""","=""0.0021""","=""2""","=""""",,"=""530622.6+z""","=""612947.6+z""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",,"=""""","=""L12402,L17865""",
Ne,6,"=""""","=""""","=""122.1""","=""0.8""","=""""","=""8.5e+07""",B,"=""[1056300]""","=""1138200""","=""2p2.(1D).3s""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""122.1""","=""0.8""","=""""","=""6.1e+06""",B,"=""1056300""","=""1138200""","=""2p2.(1D).3s""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,4,"=""122.3353""","=""0.0010""","=""122.3338""","=""0.0009""","=""2""","=""""",,"=""531331.62+z""","=""613075.2+z""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,2,"=""122.9688""","=""0.0005""","=""122.968728""","=""0.000008""","=""140""","=""""",,"=""224087.0092""","=""305408.498""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""122.9832""","=""0.0005""","=""122.983701""","=""0.000006""","=""180""","=""""",,"=""224087.0092""","=""305398.5968""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,3,"=""123.1645""","=""""","=""123.16461""","=""0.00008""","=""180""","=""""",,"=""353133.605""","=""434325.760""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""123.182""","=""""","=""123.18221""","=""0.00009""","=""140bl""","=""""",,"=""353163.013""","=""434343.564""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""",,"=""""","=""L10704""",
Ne,3,"=""123.187""","=""""","=""123.18921""","=""0.00023""","=""120bl""","=""""",,"=""353183.152""","=""434359.09""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""",,"=""""","=""L10704""",
Ne,3,"=""123.2101""","=""""","=""123.20924""","=""0.00008""","=""120""","=""""",,"=""353163.013""","=""434325.760""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""123.673""","=""""","=""123.6723""","=""0.0003""","=""30bl""","=""""",,"=""398972.658""","=""479831.5""","=""2s2.2p3.(2D*).3p""","=""3P""","=""2""","=""2s2.2p3.(2P*).4s""","=""3P*""","=""2""",,"=""""","=""L10704""",
Ne,2,"=""123.9018""","=""0.0005""","=""123.901572""","=""0.000008""","=""160bl""","=""""",,"=""224699.2716""","=""305408.498""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""123.9167""","=""0.0005""","=""123.916773""","=""0.000006""","=""120""","=""""",,"=""224699.2716""","=""305398.5968""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(1S).3p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,4,"=""124.7095""","=""0.0020""","=""124.7062""","=""0.0009""","=""2bl""","=""""",,"=""576254.8+z""","=""656443.3+z""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L12402""",
Ne,9,"=""""","=""""","=""124.8093""","=""0.0006""","=""""","=""1.107e+08""",AA,"=""(7299818.12)""","=""(7379940.384)""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""2""",,"=""T7543LS""","=""""",
Ne,3,"=""124.8917""","=""""","=""124.89185""","=""0.00009""","=""20""","=""5.5e+06""",C,"=""356762.797""","=""436832.07""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(2D*).3d""","=""3D*""","=""3""",,"=""c52""","=""L10704""",
Ne,3,"=""125.5021""","=""""","=""125.5019""","=""0.0014""","=""240""","=""1.2e+08""",C,"=""319431.261""","=""399111.356""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3P""","=""0""",,"=""c52""","=""L11529""",
Ne,3,"=""125.5691""","=""""","=""125.5691""","=""0.0014""","=""360""","=""1.3e+08""",C,"=""319431.261""","=""399068.682""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3P""","=""1""",,"=""c52""","=""L11529""",
Ne,3,"=""125.7201""","=""""","=""125.7207""","=""0.0014""","=""500""","=""1.3e+08""",C,"=""319431.261""","=""398972.658""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3P""","=""2""",,"=""c52""","=""L10704""",
Ne,6,"=""""","=""""","=""126.9""","=""0.4""","=""""","=""1.4e+07""",C,"=""940320""","=""[1019100]""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""126.9""","=""0.3""","=""""","=""1.7e+07""",C,"=""940290""","=""[1019100]""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""126.9""","=""0.3""","=""""","=""2.9e+06""",C,"=""940290""","=""[1019100]""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,4,"=""126.9693""","=""0.0010""","=""126.9680""","=""0.0006""","=""4""","=""""",,"=""488500.56+z""","=""567260.57+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""""","=""L2677""",
Ne,4,"=""126.9974""","=""0.0010""","=""126.9986""","=""0.0010""","=""3""","=""""",,"=""530622.6+z""","=""609363.6+z""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L12402""",
Ne,6,"=""127.18""","=""0.15""","=""127.02""","=""0.05""","=""350*""","=""""",,"=""1036805""","=""1115533""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""","=""2s2.5g""","=""2G""","=""""",,"=""""","=""L9340""",
Ne,6,"=""127.18""","=""0.15""","=""127.28""","=""0.05""","=""350*""","=""""",,"=""1036965""","=""1115533""","=""2s.2p.(1P*).3d""","=""2F*""","=""7/2""","=""2s2.5g""","=""2G""","=""""",,"=""""","=""L9340""",
