element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""1576.1890""","=""0.0007""","=""1576.18896""","=""0.00025""","=""16""","=""""",,"=""307309.4584""","=""313652.1424""","=""2s2.2p4.(3P).5p""","=""4P*""","=""1/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11301""",
Ne,1,"=""1580.2647""","=""0.0005""","=""1580.2647""","=""0.0004""","=""4""","=""""",,"=""163401.3061""","=""169727.6312""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L9097""",
Ne,1,"=""1581.2181""","=""0.0004""","=""1581.2179""","=""0.0004""","=""7""","=""""",,"=""161524.1739""","=""167846.6854""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
Ne,2,"=""1583.80169""","=""0.00018""","=""1583.80176""","=""0.00016""","=""102""","=""""",,"=""302425.8139""","=""308738.0108""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L11301""",
Ne,9,"=""""","=""""","=""2010""","=""7""","=""""","=""4.58e+05""",AA,"=""(9083879.5)""","=""(9088854)""","=""1s.4p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,"=""T5997LS""","=""""",
Ne,9,"=""""","=""""","=""2022""","=""7""","=""""","=""6.19e+05""",AA,"=""(9083923.3)""","=""(9088867)""","=""1s.4p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,"=""T5997LS""","=""""",
Ne,2,"=""1591.6867""","=""0.0018""","=""1591.68741""","=""0.00023""","=""7""","=""""",,"=""306899.2903""","=""313180.2149""","=""2s2.2p4.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11301""",
Ne,2,"=""1592.8647""","=""0.0008""","=""1592.8653""","=""0.0003""","=""15""","=""""",,"=""307069.8080""","=""313346.0878""","=""2s2.2p4.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L11301""",
Ne,9,"=""""","=""""","=""2028""","=""7""","=""""","=""3.37e+05""",AA,"=""(9083923.3)""","=""(9088854)""","=""1s.4p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,"=""T5997LS""","=""""",
Ne,1,"=""1602.27694""","=""0.00018""","=""1602.2771""","=""0.0004""","=""130""","=""""",,"=""161607.2609""","=""167846.6738""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L9097""",
Ne,2,"=""1602.3235""","=""0.0004""","=""1602.3232""","=""0.0003""","=""29""","=""""",,"=""306899.2903""","=""313138.5238""","=""2s2.2p4.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11301""",
Ne,1,"=""1604.5498""","=""0.0003""","=""1604.5495""","=""0.0004""","=""5""","=""5.85e+04""",C+,"=""161636.6175""","=""167867.1941""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L9097""",
Ne,1,"=""1609.84859""","=""0.00018""","=""1609.8485""","=""0.0004""","=""47""","=""""",,"=""161636.6175""","=""167846.6854""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
Ne,9,"=""""","=""""","=""2078""","=""8""","=""""","=""7.71e+05""",AA,"=""(9084117.0)""","=""(9088929)""","=""1s.4p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,"=""T5997LS""","=""""",
Ne,2,"=""1622.96629""","=""0.00015""","=""1622.96632""","=""0.00016""","=""190""","=""""",,"=""302816.9602""","=""308976.8347""","=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L11301""",
Ne,1,"=""1625.2672""","=""0.0007""","=""1625.2676""","=""0.0004""","=""5""","=""4.04e+04""",C,"=""162435.6780""","=""168586.8304""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L9097""",
Ne,1,"=""1626.3592""","=""0.0005""","=""1626.3591""","=""0.0004""","=""7""","=""""",,"=""161699.6613""","=""167846.6854""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
Ne,1,"=""1626.42476""","=""0.00019""","=""1626.4248""","=""0.0004""","=""44""","=""""",,"=""161699.6613""","=""167846.4371""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L9097""",
Ne,1,"=""1626.8353""","=""0.0003""","=""1626.8352""","=""0.0004""","=""8""","=""""",,"=""161701.4486""","=""167846.6738""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L9097""",
Ne,2,"=""1626.8763""","=""0.0004""","=""1626.87613""","=""0.00021""","=""40""","=""""",,"=""302831.7640""","=""308976.8347""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""","=""2s2.2p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L11301""",
Ne,1,"=""1626.89559""","=""0.00018""","=""1626.8956""","=""0.0004""","=""63""","=""""",,"=""161701.4486""","=""167846.4456""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L9097""",
Ne,1,"=""1634.69230""","=""0.00019""","=""1634.6923""","=""0.0004""","=""40""","=""5.57e+05""",C+,"=""163401.3061""","=""169516.9948""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
Ne,9,"=""""","=""""","=""2105""","=""7""","=""""","=""1.881e+05""",AA,"=""(9084117.0)""","=""(9088867)""","=""1s.4p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,"=""T5997LS""","=""""",
Ne,1,"=""1640.52557""","=""0.00018""","=""1640.5256""","=""0.0004""","=""150""","=""""",,"=""162830.7073""","=""168924.6500""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L9097""",
Ne,1,"=""1642.3662""","=""0.0003""","=""1642.3662""","=""0.0004""","=""15""","=""1.85e+05""",C+,"=""163401.3061""","=""169488.4193""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
Ne,1,"=""1646.8993""","=""0.0002""","=""1646.8992""","=""0.0004""","=""19""","=""""",,"=""163657.2726""","=""169727.6312""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L9097""",
Ne,2,"=""1647.3450""","=""0.0005""","=""1647.3451""","=""0.0003""","=""26""","=""""",,"=""307069.8080""","=""313138.5238""","=""2s2.2p4.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11301""",
Ne,1,"=""1647.47531""","=""0.00018""","=""1647.4754""","=""0.0004""","=""81""","=""""",,"=""162899.1169""","=""168967.3526""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L9097""",
Ne,9,"=""""","=""""","=""2110""","=""8""","=""""","=""2.049e+04""",AA,"=""(9084117.0)""","=""(9088854)""","=""1s.4p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,"=""T5997LS""","=""""",
Ne,1,"=""1652.80869""","=""0.00019""","=""1652.8086""","=""0.0004""","=""34""","=""""",,"=""163657.2726""","=""169705.9275""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""""","=""L9097""",
Ne,1,"=""1659.15089""","=""0.00019""","=""1659.1510""","=""0.0004""","=""34""","=""""",,"=""162899.1169""","=""168924.6500""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L9097""",
Ne,1,"=""1660.7020""","=""0.0002""","=""1660.7021""","=""0.0004""","=""30""","=""""",,"=""163707.7261""","=""169727.6312""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L9097""",
Ne,1,"=""1660.94386""","=""0.00018""","=""1660.9440""","=""0.0004""","=""89""","=""""",,"=""163708.6029""","=""169727.6312""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L9097""",
Ne,2,"=""1662.8677""","=""0.0015""","=""1662.8672""","=""0.0003""","=""9""","=""""",,"=""308006.8460""","=""314018.9129""","=""2s2.2p4.(3P).5p""","=""2S*""","=""1/2""","=""2s2.2p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L11301""",
Ne,1,"=""1663.40497""","=""0.00019""","=""1663.4052""","=""0.0004""","=""35""","=""6.75e+05""",C+,"=""164285.8872""","=""170296.0099""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
